ref,state,constituency,img_link,won_status,votes,votes_percentage,name,party_name
5636,Meghalaya,Shillong(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S15/ROBER-2024-946.jpg,lost,44563,( -526515),ROBERTJUNE KHARJAHRIN,United Democratic Party
5637,Meghalaya,Shillong(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S15/PROF-2024-927.jpg,lost,18582,( -552496),PROF. LAKHON KMA,Independent
5638,Meghalaya,Shillong(1),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S15/PETER-2024-147.jpg,lost,7024,( -564054),PETER SHALLAM,Independent
5639,Meghalaya,Shillong(1),img/nota.jpg,,11008,( -560070),NOTA,None of the Above
5640,Odisha,Berhampur(20),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/DRPRA-2024-7505.jpg,won,513102,(+ 165476),DR. PRADEEP KUMAR PANIGRAHY,Bharatiya Janata Party
5641,Odisha,Berhampur(20),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/BHRUG-2024-8081.jpg,lost,347626,( -165476),BHRUGU BAXIPATRA,Biju Janata Dal
5642,Odisha,Berhampur(20),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/RASMI-2024-20240426053833.jpg,lost,129744,( -383358),RASMI RANJAN PATNAIK,Indian National Congress
5643,Odisha,Berhampur(20),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/VCHAN-2024-6454.jpg,lost,8379,( -504723),V CHANDRA SHEKHAR,Independent
5644,Odisha,Berhampur(20),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/BHASK-2024-8819.jpg,lost,5211,( -507891),BHASKAR CHAUDHORY,Bahujan Samaj Party
5645,Odisha,Berhampur(20),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/SOMAN-2024-6506.jpg,lost,5135,( -507967),SOMANATH BEHERA,Socialist Unity Centre Of India (COMMUNIST)
5646,Odisha,Berhampur(20),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/SIRIN-2024-8946.jpg,lost,5078,( -508024),SIRIN TAMMANA,Independent
5647,Odisha,Berhampur(20),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/DRBOM-2024-8098.jpg,lost,4201,( -508901),BOMMALI KANTA RAO,Naba Bharata Nirmana Seva Party
5648,Odisha,Berhampur(20),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/RAMAS-2024-8092.jpg,lost,3871,( -509231),RAM SANKAR SATAPATHY,Independent
5649,Odisha,Berhampur(20),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/RAJEN-2024-20240426053756.jpg,lost,2343,( -510759),RAJENDRA DALABEHERA,Bharatiya Bikash Parishad
5650,Odisha,Berhampur(20),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S18/SANTO-2024-7524.jpg,lost,2291,( -510811),SANTOSH KUMAR SAHU,All India Forward Bloc
5651,Odisha,Berhampur(20),img/nota.jpg,,15942,( -497160),NOTA,None of the Above
5652,Punjab,Bathinda(11),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/HARSI-2024-20240517035826.jpg,won,376558,(+ 49656),HARSIMRAT KAUR BADAL,Shiromani Akali Dal
5653,Punjab,Bathinda(11),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/GURME-2024-11982.jpg,lost,326902,( -49656),GURMEET SINGH KHUDIAN,Aam Aadmi Party
5654,Punjab,Bathinda(11),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/JEETM-2024-12011.jpg,lost,202011,( -174547),JEETMOHINDER SINGH SIDHU,Indian National Congress
5655,Punjab,Bathinda(11),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/PARAM-2024-12298.jpg,lost,110762,( -265796),PARAMPAL KAUR SIDHU,Bharatiya Janata Party
5656,Punjab,Bathinda(11),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/LAKHV-2024-12343.jpg,lost,84684,( -291874),LAKHVIR SINGH LAKHA SIDHANA,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann)
5657,Punjab,Bathinda(11),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/NIKKA-2024-12037.jpg,lost,13039,( -363519),NIKKA SINGH,Bahujan Samaj Party
5658,Punjab,Bathinda(11),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/JAGJI-2024-20240517030326.jpg,lost,5484,( -371074),JAGJIWAN BALLI,Independent
5659,Punjab,Bathinda(11),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/PARWI-2024-20240517030400.jpg,lost,4497,( -372061),PARWINDER SINGH,Independent
5660,Punjab,Bathinda(11),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/PALAR-2024-12316.jpg,lost,3435,( -373123),PALA RAM,Independent
5661,Punjab,Bathinda(11),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/BHAGW-2024-12703.jpg,lost,3388,( -373170),BHAGWANT SINGH SAMAON,Independent
5662,Punjab,Bathinda(11),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/JASVI-2024-20240509014712.jpg,lost,3145,( -373413),JASVIR SINGH BATHINDA,Aazad Samaj Party (Kanshi Ram)
5663,Punjab,Bathinda(11),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/GURME-2024-20240517045312.jpg,lost,3082,( -373476),GURMEET SINGH,Independent
5664,Punjab,Bathinda(11),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/GURPR-2024-12693.jpg,lost,2628,( -373930),GURPREET SINGH URF PREET GHAINT,Jan Sewa Driver Party
5665,Punjab,Bathinda(11),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/GURBA-2024-12774.jpg,lost,1627,( -374931),GURBARN SINGH,Independent
5666,Punjab,Bathinda(11),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/NAIBS-2024-11888.jpg,lost,1601,( -374957),NAIB SINGH,Bharatheeya Jawan Kisan Party
5667,Punjab,Bathinda(11),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/KULWA-2024-12824.jpg,lost,1182,( -375376),KULWANT SINGH,Independent
5668,Punjab,Bathinda(11),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/AMAND-2024-12294.jpg,lost,1148,( -375410),AMANDEEP SINGH,Independent
5669,Punjab,Bathinda(11),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/POONA-2024-12030.jpg,lost,1064,( -375494),POONAM RANI,Nationalist Justice Party
5670,Punjab,Bathinda(11),img/nota.jpg,,4933,( -371625),NOTA,None of the Above
5671,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/GURME-2024-12381.jpg,won,364085,(+ 172560),GURMEET SINGH MEET HAYER,Aam Aadmi Party
5672,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/SUKHP-2024-11809.jpg,lost,191525,( -172560),SUKHPAL SINGH KHAIRA,Indian National Congress
5673,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/SIMRA-2024-20240514025352.jpg,lost,187246,( -176839),SIMRANJIT SINGH MANN,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann)
5674,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/ARVIN-2024-12429.jpg,lost,128253,( -235832),ARVIND KHANNA,Bharatiya Janata Party
5675,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/IQBAL-2024-12449.jpg,lost,62488,( -301597),IQBAL SINGH JHUNDAN,Shiromani Akali Dal
5676,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/MAKHA-2024-11858.jpg,lost,37731,( -326354),MAKHAN SINGH,Bahujan Samaj Party
5677,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/PARDE-2024-12655.jpg,lost,5139,( -358946),PARDEEP KUMAR,Apni Ekta Party
5678,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/HARBH-2024-11876.jpg,lost,3431,( -360654),HARBHAJAN SINGH,Aazad Samaj Party (Kanshi Ram)
5679,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/SUKHW-2024-20240510033313.jpg,lost,3225,( -360860),SUKHWINDER SINGH,Independent
5680,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/BALWI-2024-12660.jpg,lost,2572,( -361513),BALWINDER SINGH SEKHON,Independent
5681,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/BALWI-2024-12376.jpg,lost,2288,( -361797),BALWINDER SINGH,Independent
5682,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/JASWA-2024-12513.jpg,lost,2224,( -361861),JASWANT SINGH,Independent
5683,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/PAPPU-2024-11790.jpg,lost,1827,( -362258),PAPPU KUMAR,Independent
5684,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/KRISH-2024-11721.jpg,lost,1815,( -362270),KRISHAN DEV,Punjab National Party
5685,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/AMANP-2024-11833.jpg,lost,1693,( -362392),AMANPREET SINGH,Independent
5686,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/RANGI-2024-12410.jpg,lost,1581,( -362504),RANGI KHAN,Aam Janta Party (India)
5687,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/JILES-2024-11792.jpg,lost,1548,( -362537),JILE SINGH,Bhartiya Jan Samman Party
5688,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/KAMAL-2024-12001.jpg,lost,1376,( -362709),KAMAL KUMAR VERMA (BHASAUR),"Adarsh Janta Party,"
5689,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/CHANV-2024-12680.jpg,lost,1283,( -362802),CHANNVEER SINGH,Independent
5690,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/JAGTA-2024-11981.jpg,lost,1225,( -362860),JAGTAR SINGH,Nationalist Justice Party
5691,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/VIJAY-2024-12467.jpg,lost,1145,( -362940),VIJAY SYAL,Independent
5692,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/HARPR-2024-12524.jpg,lost,1105,( -362980),HARPREET KAUR,India Greens Party
5693,Punjab,Sangrur(12),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/RAJAS-2024-12713.jpg,lost,1040,( -363045),RAJA SINGH,Independent
5694,Punjab,Sangrur(12),img/nota.jpg,,3820,( -360265),NOTA,None of the Above
5695,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/DHARA-2024-11802.jpg,won,305616,(+ 14831),DR DHARAMVIRA GANDHI,Indian National Congress
5696,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/BALBI-2024-12371.jpg,lost,290785,( -14831),DR BALBIR SINGH,Aam Aadmi Party
5697,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/PRENE-2024-12342.jpg,lost,288998,( -16618),PRENEET KAUR,Bharatiya Janata Party
5698,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/NARIN-2024-11996.jpg,lost,153978,( -151638),N K SHARMA,Shiromani Akali Dal
5699,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/MOHIN-2024-12417.jpg,lost,47274,( -258342),PROF MOHINDER PAL SINGH,Shiromani Akali Dal (Amritsar)(Simranjit Singh Mann)
5700,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/JAGJI-2024-12033.jpg,lost,22400,( -283216),JAGJIT SINGH CHHARBAR,Bahujan Samaj Party
5701,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/ARVIN-2024-11869.jpg,lost,3812,( -301804),ARVINDER KUMAR,Independent
5702,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/JAGDI-2024-11725.jpg,lost,3239,( -302377),JAGDISH KUMAR,Independent
5703,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/SUKHV-2024-12401.jpg,lost,2894,( -302722),SUKHVINDER SINGH,Independent
5704,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/JODHS-2024-12444.jpg,lost,2795,( -302821),JODH SINGH PARMAR KAULI,Independent
5705,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/DEVIN-2024-20240507035651.jpg,lost,2311,( -303305),DEVINDER RAJPUT,Bharatheeya Jawan Kisan Party
5706,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/NEERA-2024-12665.jpg,lost,2302,( -303314),NEERAJ KUMAR NANNA,Independent
5707,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/PARAM-2024-12724.jpg,lost,2267,( -303349),PARAMJIT SINGH S/O TARLOCHAN SINGH,Independent
5708,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/AMARJ-2024-11801.jpg,lost,1992,( -303624),AMARJIT SINGH JAGDE RAHO,Jan Janwadi Party
5709,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/RANJI-2024-12435.jpg,lost,1967,( -303649),RANJIT SINGH,Akhil Bhartiya Parivar Party
5710,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/GURBA-2024-12692.jpg,lost,1594,( -304022),GURBACHAN SINGH,Independent
5711,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/PARAM-2024-12658.jpg,lost,1569,( -304047),PARAMJIT SINGH S/O BHAGWAN SINGH,Independent
5712,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/VISHA-2024-20240513040551.jpg,lost,1475,( -304141),VISHAL SHARMA,Independent
5713,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/LABHS-2024-12387.jpg,lost,1443,( -304173),LABH SINGH PAL,Independent
5714,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/CHAMK-2024-12391.jpg,lost,1228,( -304388),CHAMKILA SINGH,Independent
5715,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/KRISH-2024-11893.jpg,lost,1008,( -304608),KRISHAN KUMAR GABA,Hindustan Shakti Sena
5716,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/MANDE-2024-12453.jpg,lost,973,( -304643),MANDEEP SINGH,Revolutionary Socialist Party
5717,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/MAKHA-2024-12439.jpg,lost,907,( -304709),MAKHAN SINGH,Independent
5718,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/DIMPL-2024-11723.jpg,lost,850,( -304766),DIMPLE,Independent
5719,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/BINDE-2024-12378.jpg,lost,711,( -304905),BINDER KAUR,Independent
5720,Punjab,Patiala(13),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S19/MANOJ-2024-11897.jpg,lost,674,( -304942),MANOJ KUMAR,Independent
5721,Punjab,Patiala(13),img/nota.jpg,,6681,( -298935),NOTA,None of the Above
5722,Rajasthan,NAGAUR(14),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/HANUM-2024-20240330062506.jpg,won,596955,(+ 42225),HANUMAN BENIWAL,Rashtriya Loktantrik Party
5723,Rajasthan,NAGAUR(14),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/JYOTI-2024-577.jpg,lost,554730,( -42225),JYOTI MIRDHA,Bharatiya Janata Party
5724,Rajasthan,NAGAUR(14),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/DRASH-2024-20240326050531.jpg,lost,26294,( -570661),DR ASHOK CHOUDHARY,Abhinav Rajasthan Party
5725,Rajasthan,NAGAUR(14),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/DRGAJ-2024-1513.jpg,lost,24008,( -572947),DR. GAJENDRA SINGH RATHORE,Bahujan Samaj Party
5726,Rajasthan,NAGAUR(14),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/RAJKU-2024-1655.jpg,lost,8232,( -588723),RAJKUMAR JAT,Independent
5727,Rajasthan,NAGAUR(14),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/HARIR-2024-20240330062249.jpg,lost,7626,( -589329),HARI RAM,Independent
5728,Rajasthan,NAGAUR(14),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/PREMR-2024-1534.jpg,lost,4512,( -592443),PREMRAJ KHARDIYA,Independent
5729,Rajasthan,NAGAUR(14),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/AMEEN-2024-20240330062217.jpg,lost,4463,( -592492),AMEEN KHAN,Independent
5730,Rajasthan,NAGAUR(14),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/HANUM-2024-1554.jpg,lost,2882,( -594073),HANUMAN SINGH KALVI,Rashtriya Janshakti Party (Secular)
5731,Rajasthan,NAGAUR(14),img/nota.jpg,,8771,( -588184),NOTA,None of the Above
5732,Rajasthan,SIKAR(5),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/AMRAR-2024-20240330051302.jpg,won,659300,(+ 72896),AMRARAM,Communist Party of India  (Marxist)
5733,Rajasthan,SIKAR(5),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/SUMED-2024-620.jpg,lost,586404,( -72896),SUMEDHANAND SARASWATI,Bharatiya Janata Party
5734,Rajasthan,SIKAR(5),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/SURES-2024-1303.jpg,lost,10021,( -649279),SURESH PAREEK,Independent
5735,Rajasthan,SIKAR(5),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/AMARC-2024-689.jpg,lost,8619,( -650681),AMARCHAND,Bahujan Samaj Party
5736,Rajasthan,SIKAR(5),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/RAVIN-2024-1186.jpg,lost,6025,( -653275),RAVINDRA SINGH SHEKHAWAT,Independent
5737,Rajasthan,SIKAR(5),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/VISHN-2024-1141.jpg,lost,5803,( -653497),VISHNU KUMAR NATRAJ,Independent
5738,Rajasthan,SIKAR(5),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/ASHOK-2024-634.jpg,lost,5382,( -653918),ASHOK SEHRA,Ambedkarite Party of India
5739,Rajasthan,SIKAR(5),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/DHIRE-2024-677.jpg,lost,2944,( -656356),DHIRENDRA  VERMA,Ummeed Party of India
5740,Rajasthan,SIKAR(5),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/MAHES-2024-1259.jpg,lost,2056,( -657244),MAHESH KUMAR,Independent
5741,Rajasthan,SIKAR(5),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/BENIP-2024-1102.jpg,lost,1731,( -657569),BENI PRASAD KAUSHIK (LATA),Rashtriya Sawarn Dal
5742,Rajasthan,SIKAR(5),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/RAMES-2024-1109.jpg,lost,1549,( -657751),RAMESH SHARMA,Bhartiya Party
5743,Rajasthan,SIKAR(5),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/VIJEN-2024-1058.jpg,lost,1451,( -657849),VIJENDER MAHARIA,Bharatiya Yuva Jan Ekta Party
5744,Rajasthan,SIKAR(5),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/OMPRA-2024-1220.jpg,lost,1224,( -658076),OM PRAKASH,Independent
5745,Rajasthan,SIKAR(5),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/BIRBA-2024-92.jpg,lost,1081,( -658219),BIRBALSINGH,Independent
5746,Rajasthan,SIKAR(5),img/nota.jpg,,7266,( -652034),NOTA,None of the Above
5747,Rajasthan,BARMER(17),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/UMMED-2024-3006.jpg,won,704676,(+ 118176),UMMEDA RAM BENIWAL,Indian National Congress
5748,Rajasthan,BARMER(17),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/RAVIN-2024-2605.jpg,lost,586500,( -118176),RAVINDRA SINGH BHATI,Independent
5749,Rajasthan,BARMER(17),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/KAILA-2024-2515.jpg,lost,286733,( -417943),KAILASH CHOUDHARY,Bharatiya Janata Party
5750,Rajasthan,BARMER(17),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/TARAR-2024-2828.jpg,lost,49957,( -654719),TARARAM MEHNA,Independent
5751,Rajasthan,BARMER(17),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/PRATA-2024-20240408080816.jpg,lost,8318,( -696358),PRATAPA RAM,Independent
5752,Rajasthan,BARMER(17),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/HANIP-2024-20240408080644.jpg,lost,7760,( -696916),HANIPH,Independent
5753,Rajasthan,BARMER(17),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/LEELA-2024-3060.jpg,lost,7585,( -697091),LEELA RAM,Bahujan Samaj Party
5754,Rajasthan,BARMER(17),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/PRABH-2024-3716.jpg,lost,6396,( -698280),PRABHU RAM,Aazad Samaj Party (Kanshi Ram)
5755,Rajasthan,BARMER(17),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/RAMAR-2024-20240408070636.jpg,lost,6041,( -698635),RAMA RAM,Independent
5756,Rajasthan,BARMER(17),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/POPAT-2024-3419.jpg,lost,3159,( -701517),POPAT LAL,Independent
5757,Rajasthan,BARMER(17),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/DEVIL-2024-2609.jpg,lost,3023,( -701653),DEVILAL JAIN,Independent
5758,Rajasthan,BARMER(17),img/nota.jpg,,17903,( -686773),NOTA,None of the Above
5759,Rajasthan,JHALAWAR-BARAN(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/DUSHY-2024-2793.jpg,won,865376,(+ 370989),DUSHYANT SINGH,Bharatiya Janata Party
5760,Rajasthan,JHALAWAR-BARAN(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/URMIL-2024-3047.jpg,lost,494387,( -370989),URMILA JAIN “BHAYA”,Indian National Congress
5761,Rajasthan,JHALAWAR-BARAN(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/CHAND-2024-3691.jpg,lost,12285,( -853091),CHANDRA SINGH KIRAD,Bahujan Samaj Party
5762,Rajasthan,JHALAWAR-BARAN(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/RAVIR-2024-3674.jpg,lost,10274,( -855102),RAVI RAJ SINGH,Independent
5763,Rajasthan,JHALAWAR-BARAN(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/BHUNE-2024-3699.jpg,lost,9345,( -856031),BHUVANESH KUMAR,Right to Recall Party
5764,Rajasthan,JHALAWAR-BARAN(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/BABUL-2024-3707.jpg,lost,7692,( -857684),BABULAL,Independent
5765,Rajasthan,JHALAWAR-BARAN(25),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S20/PANKA-2024-20240403040658.jpg,lost,5945,( -859431),PANKAJ PAJANTORIVALA,Independent
5766,Rajasthan,JHALAWAR-BARAN(25),img/nota.jpg,,16027,( -849349),NOTA,None of the Above
5767,Tamil Nadu,TIRUCHIRAPPALLI(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/DURAI-2024-214.jpg,won,542213,(+ 313094),DURAI VAIKO,Marumalarchi Dravida Munnetra Kazhagam
5768,Tamil Nadu,TIRUCHIRAPPALLI(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/PKARU-2024-318.jpg,lost,229119,( -313094),KARUPPAIAH. P,All India Anna Dravida Munnetra Kazhagam
5769,Tamil Nadu,TIRUCHIRAPPALLI(24),https://results.eci.gov.in/uploads4/candprofile/2024/PC/E24/S22/TRAJE-2024-372.jpg,lost,107458,( -434755),RAJESSH. T,Naam Tamilar Katchi
